exp_dt,K,C,T,S0,r,d,delta_raw,iv
2026-12-18,121.0,64.0,1.2712328767123289,169.84,0.045,0.0,0.8614,0.4234
2026-12-18,122.0,63.3,1.2712328767123289,169.84,0.045,0.0,0.8578,0.4226
2026-12-18,123.0,62.599999999999994,1.2712328767123289,169.84,0.045,0.0,0.8542,0.4227
2026-12-18,124.0,62.025,1.2712328767123289,169.84,0.045,0.0,0.8505,0.425
2026-12-18,125.0,61.25,1.2712328767123289,169.84,0.045,0.0,0.8468,0.4227
2026-12-18,126.0,60.55,1.2712328767123289,169.84,0.045,0.0,0.843,0.4214
2026-12-18,127.0,59.775000000000006,1.2712328767123289,169.84,0.045,0.0,0.8392,0.419
2026-12-18,128.0,59.099999999999994,1.2712328767123289,169.84,0.045,0.0,0.8353,0.4192
2026-12-18,129.0,58.35,1.2712328767123289,169.84,0.045,0.0,0.8314,0.4172
2026-12-18,130.0,57.75,1.2712328767123289,169.84,0.045,0.0,0.8274,0.4186
2026-12-18,132.0,56.325,1.2712328767123289,169.84,0.045,0.0,0.8194,0.4152
2026-12-18,134.0,55.025,1.2712328767123289,169.84,0.045,0.0,0.8112,0.4145
2026-12-18,135.0,54.400000000000006,1.2712328767123289,169.84,0.045,0.0,0.8071,0.4144
2026-12-18,136.0,53.675,1.2712328767123289,169.84,0.045,0.0,0.8029,0.4119
2026-12-18,138.0,53.225,1.2712328767123289,169.84,0.045,0.0,0.7944,0.4118
2026-12-18,140.0,51.175,1.2712328767123289,169.84,0.045,0.0,0.7857,0.41
2026-12-18,142.0,49.85,1.2712328767123289,169.84,0.045,0.0,0.777,0.4083
2026-12-18,144.0,48.7,1.2712328767123289,169.84,0.045,0.0,0.7681,0.408
2026-12-18,145.0,48.125,1.2712328767123289,169.84,0.045,0.0,0.7636,0.4079
2026-12-18,146.0,47.5,1.2712328767123289,169.84,0.045,0.0,0.7591,0.4074
2026-12-18,148.0,46.3,1.2712328767123289,169.84,0.045,0.0,0.7499,0.4052
2026-12-18,150.0,45.224999999999994,1.2712328767123289,169.84,0.045,0.0,0.7407,0.4063
2026-12-18,152.0,44.025,1.2712328767123289,169.84,0.045,0.0,0.7313,0.4043
2026-12-18,154.0,42.900000000000006,1.2712328767123289,169.84,0.045,0.0,0.7219,0.4028
2026-12-18,155.0,42.400000000000006,1.2712328767123289,169.84,0.045,0.0,0.7171,0.4031
2026-12-18,156.0,41.75,1.2712328767123289,169.84,0.045,0.0,0.7124,0.4006
2026-12-18,158.0,40.650000000000006,1.2712328767123289,169.84,0.045,0.0,0.7028,0.4001
2026-12-18,160.0,39.6,1.2712328767123289,169.84,0.045,0.0,0.6931,0.3992
2026-12-18,162.0,38.625,1.2712328767123289,169.84,0.045,0.0,0.6834,0.3992
2026-12-18,164.0,37.575,1.2712328767123289,169.84,0.045,0.0,0.6736,0.3971
2026-12-18,165.0,37.05,1.2712328767123289,169.84,0.045,0.0,0.6687,0.397
2026-12-18,166.0,36.55,1.2712328767123289,169.84,0.045,0.0,0.6638,0.3965
2026-12-18,167.0,36.1,1.2712328767123289,169.84,0.045,0.0,0.6589,0.3966
2026-12-18,168.0,35.724999999999994,1.2712328767123289,169.84,0.045,0.0,0.6539,0.397
2026-12-18,169.0,35.125,1.2712328767123289,169.84,0.045,0.0,0.649,0.3956
2026-12-18,170.0,34.675,1.2712328767123289,169.84,0.045,0.0,0.644,0.3952
2026-12-18,171.0,34.2,1.2712328767123289,169.84,0.045,0.0,0.6391,0.3944
2026-12-18,172.0,33.675,1.2712328767123289,169.84,0.045,0.0,0.6341,0.3938
2026-12-18,173.0,33.25,1.2712328767123289,169.84,0.045,0.0,0.6292,0.3939
2026-12-18,174.0,32.825,1.2712328767123289,169.84,0.045,0.0,0.6242,0.3939
2026-12-18,175.0,32.45,1.2712328767123289,169.84,0.045,0.0,0.6192,0.3945
2026-12-18,176.0,31.950000000000003,1.2712328767123289,169.84,0.045,0.0,0.6143,0.393
2026-12-18,177.0,31.45,1.2712328767123289,169.84,0.045,0.0,0.6093,0.3925
2026-12-18,178.0,30.375,1.2712328767123289,169.84,0.045,0.0,0.6043,0.3932
